Name,Followers,Rating,Industry,Domain,rev
Victor Barros,12,5.0,Software%20Engineering,"['productmanagement', 'entrepreneurship', 'startup']","['::\nI am really glad I tried Mentor cruise and found Victor!\nIt has been great experience so far.\nGreat knowledge and response time.\nHaving Victor as a mentor is giving me a piece of mind.\n', ""::\nIn a short period of time, Victor provided me with valuable insights about the startup world in Brazil. His knowledge and experience about the subject matter really showed, and he very efficiently helped me contextualize how my background will serve me internationally, as well as highlighting ways that I can add value to my profile. I strongly recommend Victor to anybody looking for guidance about the startup world, or anyone who's curious about doing business in Brazil. Muito obrigado!\n"", ""::\nMentor has been great to work with, as he provides great perspective and solutions to the problems I'm experiencing with my problems. He's willing to work with my agenda, catering to all my different types of questions. Would highly recommend as he's worth the investment as a mentor!\n""]"
Andrew Nester,6,5.0,Software%20Engineering,"['softwareengineering', 'webdevelopment', 'web']","[""::\nAndrew is a fantastic mentor. Quick to respond and help and always willing to lend a hand when I am stuck. Andrew helped me build my first application for a company, from pricing to design to launching it. I couldn't have done it without him.\n"", '::\nAndrew is approachable, willing to help and full of knowledge.\n', '::\n']"
Jerry Liu,4,5.0,Software%20Engineering,"['startup', 'productmanagement', 'marketresearch']","['::\nSuper valuable, he helped me understand deeper the data science paradigm\n', ""::\nSuper Mentor. Jerry is one of the sharpest people I know. I've been doing mentoring for a year now or so, and have spoken to many people. But so far, I think Jerry has the most thinking capacity in his upper chamber :D\n"", '::\nThe mentorship was awesome. Jerry was super professional.\nMy level of understanding was not easy as I’d just landed in the data science paradigm.\nBut without any judgment, he gave me clear insights that help me to go further on specific tasks.\nEven if we hadn’t included in our basic requirements, Jerry had not hesitated to correct my Python’s code.\nIn every aspect of our exchanges, I could felt the experiences he had from the Silicon Valley. I feel so blessed !\nAnd for another project, I’ll come back again to Jerry with no hesitation.\n']"
Yash Khandor,14,4.3,Software%20Engineering,"['softwareengineering', 'interviews', 'javascript']","['::\nYash is great. I feel like I reached my goal of getting a job and I dint really need much else.\n', '::\nYash is an awesome Mentor, he has been guiding me through my job search process and providing me insights on best way to manage my time.\nThankful for his help!\n', '::\nYash Helped me in my DevOps Journey , in the Dev Side.\n']"
Hakki Bagci,1,5.0,Software%20Engineering,"['java', 'softwarearchitecture', 'junit']",['NAN']
Raghav Garg,5,4.4,Software%20Engineering,"['backend', 'ios', 'android']","['::\nIt was good\n', '::\nGreat mentor, highly recommend!\n']"
Ali Alrahahleh,9,5.0,Software%20Engineering,"['dataengineering', 'softwarearchitecture', 'streaming']","[""::\nAli provided a number of resources which was very helpful in furthering my skillset. He gave feedback on coding examples, and projects which supported new ways of thinking and approaching the problem. He's supportive and encouraging as well!\n"", ""::\nAli continues to be an invaluable resource and a terrific mentor. He has helped me navigate an otherwise overwhelming career path and provides tons of support and guidance. He's very quick to respond to questions and has a super flexible schedule. Highly recommend!\n"", '::\nAli was very quick to diagnose my level of understanding and made some really good recommendations for what to focus on. He really knows what he is doing!\n']"
Abhishek Koserwal,1,5.0,Software%20Engineering,"['career', 'devops', 'systemdesign']","['::\nAbhishek is a font of good advice, both with respect to technology, effective communication, and soft skills. He was pro-active in helping me organize my thoughts into deliverables, and with his advice I saw some small projects through to conclusions that I was proud of.\nHighly recommend!\n']"
Vivek Shah,8,5.0,Software%20Engineering,"['engineeringmanager', 'managingatscale', 'softwareengineering']","[""::\nVivek's advice has been invaluable as I begin my engineering manager career. He pays attention to the details, is quick to respond, and delivers clear and actionable feedback. I can't ask for more. I've found clarity in my long-term goals and am more confident and motivated in achieving them.\n""]"
Mohammad Takbiri,1,5.0,Software%20Engineering,"['frontenddevelopment', 'fullstackdevelopment', 'productivity']",['::\nI hit a road block during my interview process. Mohammad helped me tackle technical questions during an interview. It was a pleasure being mentored by Mohammad. He was responsive to my questions. He also gave me general tips on how to conduct myself in an interview.\n']
Davide Pollicino,4,5.0,Project%20Management,"['faang', 'projectmanagement', 'careergrowth']","['::\nDavide is a really good and proactive mentor. Within the first week itself, he provided a really good learning path for me to start with based on my requirement. I am looking forward to his guidance.\n', '::\nDavide is a brilliant and supportive mentor! He replies quickly in chat if you need help or have some questions. His responses are very well-structured and informative. Davide is professional whom I definitely recommend as a mentor :)\n', ""::\nDavide is a phenomenal mentor. He went out of his way to help me in a moment I was really needing support. The only reason I'm ending the mentorship is because I need someone who lives in my timezone. Highly recommended!\n""]"
Yoav Farbey,4,5.0,Project%20Management,"['productmanagement', 'productstrategy', 'designthinking']","['::\nYoav really gave me a great outer perspective to my challenges I am facing in my roles. Our communication and sessions have been very useful and efficient. I would definitely recommend him to other mentees.\n', ""::\nTo my mind, Yoav is a great mentor.\nFirst of all, Yoav is a quick responder, I always get feedback in a short time. Also, I love how well-structured and deep our sessions are.\nI'm already satisfied with the results we've managed to achieve and can recommend him without any hesitations. I'm pretty sure Yoav is capable to bring value to whatever request you have.\n"", ""::\nExcellent mentor! I'd definitely recommend him to anyone looking to advance in their career or make a transit into Product Management.\n""]"
